日期,内容,来源
2018/5/22,中兴通讯或迎转机 5G概念股普涨,维库电子市场
2018/5/22,金评天下 | 5G中国高科技的下一站,金融投资报
2018/5/23,美国激活拒绝令，中兴通讯继续停牌,元器件交易网
2018/5/23,中兴通讯发布公告：A股继续停牌 控股股东增持,驱动之家
2018/5/23,晚间重要公告2018年5月23日星期三,Wind
2018/5/23,【公告】中兴通讯股份有限公司海外监管公告第七届监事会第二十四次会议决议公告,中兴通讯
2018/5/23,【公告】中兴通讯股份有限公司内幕消息公告及继续停牌,中兴通讯
2018/5/23,【公告】中兴通讯股份有限公司新订董事会会议日期,中兴通讯
2018/5/23,中兴通讯：中兴新增持公司H股20.38万股,新浪
2018/5/23,中兴通讯：A股继续停牌 股东增持203.8万股H股,财经网
2018/5/23,中兴通讯：A股股票继续停牌,e公司
2018/5/23,中兴通讯：由于美国商务部工业与安全局激活拒绝令，继续停牌,Wind
2018/5/23,彭博社：美国制裁至少让中兴通讯损失31亿美元,TechWeb
2018/5/23,外媒：美国禁令将使中兴面临最少30亿美元的损失,Wind
2018/5/23,国元国际晨报2018-5-23周三,微信
2018/5/23,上证报：中兴通讯国产供应商已接到供货信号,Wind
2018/5/23,特朗普：美国尚未与中国就中兴事宜达成任何协议,Wind
2018/5/24,一家中国CAD企业对国产工业软件行业的思考与进取,中国机电工业
2018/5/24,[增持评级]海通通信行业一周谈：两部委 面向全球领先加快宽带网络升级,中财网
2018/5/24,中兴新过去十二个月增持中兴通讯H股203.8万股,新浪
2018/5/24,【中金电子与通信设备】每日科技讯息快递,微信
2018/5/24,中兴通讯:中兴新于过去12个月增持公司H股升至30.34%,金融界
2018/5/24,中兴通讯：控股股东增持H股204万股,金融界
2018/5/25,美国制裁 中兴损失至少200亿,驱动之家
2018/5/25,据福克斯新闻：美国总统特朗普与中国就中兴通讯问题达成初步协议,Wind
2018/5/25,主力资金千亿大逃离 这个板块成市场避风港(附股),中财网
2018/5/25,科创新源上半年业绩预减13%-25%,中证网
2018/5/25,科创新源半年报业绩预减25%,金融界
2018/5/25,淬火洗礼！逆境让世界重新认识中兴,飞象网
2018/5/25,巨额罚金下的中兴将何去何从？,无线通信世界
2018/5/25,美媒：美国商务部或向中兴派驻监察人员,元器件交易网
2018/5/26,外媒：美政府已达成协议让中兴恢复业务运营,驱动之家
2018/5/28,消息称中国可随时批准高通并购恩智浦，仅需确认中兴禁令解决,Wind
2018/5/28,[买入评级]通信行业周报：中兴事件逐步缓和 芯片成本降低加速北斗商用化,中财网
2018/5/29,【晚报】中兴通讯再解除两位高管职务；阿里、菜鸟等13.8亿美元战略入股中通,虎嗅网
2018/5/29,中兴通讯据悉再解除两位高管职务,Wind
2018/5/29,券商评级:沪指收盘五连阴 九股迎掘金良机,证券之星
2018/5/29,1. Universal Display (OLED)：摩根大通观望，高盛看好,CITICS电子研究
2018/5/30,MSCI指数更新：中兴通讯等多只停牌股暂不被纳入指数,Wind
2018/5/30,晚间重要公告2018年5月30日星期三,Wind
2018/5/30,中兴通讯二十年技术老将徐慧俊惨遭“被离职”,金融界
2018/5/30,【解盘论市】A股今日如此诡异竟然是因为它……,Wind
2018/5/30,中兴通讯(00763-HK)因美国激活拒绝令 A股继续停牌,财华社
2018/5/30,中兴通讯：美商务部激活拒绝令 公司股票继续停牌,财经网
2018/5/30,从中兴事件看国产无“芯”之痛,DONEWS
2018/5/30,中兴发公告称由于美国拒绝激活令，股票将继续停牌,搜狐
2018/5/30,中兴通讯：由于美国商务部工业与安全局激活拒绝令 公司股票继续停牌,e公司
2018/5/30,中兴通讯：股票继续停牌,Wind
2018/5/30,[增持评级]海通通信一周谈：自主可控关注北斗 《卫星导航条例》或年内颁布,中财网
2018/5/30,大参考：“世界级大湾区” 浙江大湾区建设计划即将发布,丰华财经
2018/5/30,中兴通讯再解高管职务：美国商务部回应,猎云网
2018/5/30,【中金电子与通信设备】每日科技讯息快递,微信
2018/5/30,上投摩根基金管理有限公司关于旗下基金所持停牌股票中兴通讯,证券时报
2018/5/31,传田东方被任命为中兴通讯党委书记 樊庆峰被免职,中财网
2018/5/31,中兴换帅！田东方被任命为中兴通讯党委书记,凤凰网
2018/5/31,知情人士：非执行董事田东方被任命为中兴通讯党委书记,财经网
2018/5/31,MSCI中国A股指数名单：中兴通讯东方园林等5只股暂不纳入,环球外汇网
2018/5/31,中兴通讯发布最新停牌进展公告,元器件交易网
2018/6/1,6月1日公告精选：雷曼股份未发生与世界杯相关业务,和讯
2018/6/1,科创新源：6月4日复牌 中兴通讯禁令事件影响公司上半年盈利能力,e公司
2018/6/1,中兴通讯被禁新消息：美商务部部长回应正寻求解决方案,汇通网
2018/6/1,中兴通讯估值再遭下调 此前被移出MSCI中国指数,第一财经日报
2018/6/1,航空航天军工行业热点速评：天通手机启动招标 “天通一号”商用运营服务即将落地,中财网
2018/6/1,汇安基金：将中兴通讯估值价格调整为22.82元,Wind
2018/6/1,汇安基金：将中兴通讯估值价格调整为22.82元,e公司
2018/6/1,彭博：非执行董事田东方被任命为中兴通讯党委书记,元器件交易网
2018/6/2,消息称特朗普政府可能很快会对中兴通讯公司处以17亿美元的罚款,Wind
2018/6/3,外媒：美国可能很快对中兴通讯开出17亿美元罚单,金融界
2018/6/4,刚刚，中兴再解除两名高管职位，意在安抚美国,维库电子市场
2018/6/4,【通信】吴友文：2018中期策略:深挖自主可控与创新驱动的机遇-20180602,中泰证券研究所
2018/6/5,今日股市四牛与四熊：独角兽概念异动拉升 宇环数控股率先涨停,山东神光
2018/6/6,深南电路董事长：中兴通讯5月回款正常，仍从5G发展中受益,元器件交易网
2018/6/6,晚间重要公告2018年6月6日星期三,Wind
2018/6/6,上市公司明日停复牌（6月7日）,金融界
2018/6/6,中兴通讯发布最新停牌进展公告：股票维持停牌,凤凰网
2018/6/6,中兴通讯：股票继续停牌,Wind
2018/6/6,中兴通讯发布公告称：股票维持停牌,腾讯网
2018/6/6,中兴通讯:美国商务部激活拒绝令 股票继续停牌,新浪
2018/6/6,电连技术：目前中兴通讯未发生拖欠款项情形,e公司
2018/6/6,据外媒，美国将对中兴通讯提出多达17亿美元的罚款,Wind
2018/6/7,美国商务部宣布与中兴达成协议，中兴供应链将快速恢复,搜狐
2018/6/7,尘埃落定！中兴与美国政府正式达成和解协议,C114
2018/6/7,中兴通讯估值再次被下调至20.04元：超过4个跌停,中国基金报
2018/6/7,外媒：美国与中兴通讯已经达成协议,C114
2018/6/7,富国基金：将中兴通讯估值价格调整为20.04元,Wind
2018/6/7,富国基金：将中兴通讯估值价格调整为20.04元,新浪
2018/6/7,中兴再遭基金下调估值，折价幅度近四个跌停,搜狐
2018/6/7,美方撤销禁令中兴解禁在即，涅槃重生或迎新曙光,搜狐
2018/6/7,7年禁令到和解落地 一图看懂中兴的53个不眠夜,搜狐
2018/6/8,【安信通信日报】中兴与美国政府正式达成和解协议，短期看好5G板块反弹,通信投研汪
2018/6/8,中兴通讯内部信：希望员工坚守岗位 不受传言影响,凤凰网
2018/6/8,禁令解除！中兴与美达成和解，5G板块逆势走强,云掌财经
2018/6/8,涨停板解密：独角兽概念股逆市遭抢筹！（6月8日）,Wind
2018/6/8,涨停揭秘：两市呈现全线回落 杀跌情绪蔓延,丰华财经
2018/6/8,国金证券:中兴事件和解 通信板块行情回归基本面,证券时报
2018/6/8,中兴通讯内部信：要求痛定思痛，坚守合规底线不动摇,Wind
2018/6/8,中兴通讯已在美国商务部的和解协议上签字,中证报
2018/6/8,【盘中动态】中兴通讯危机解除 5G概念股全线崛起,每日经济新闻
2018/6/8,招财日报2018.06.08｜恒指六连升，于前反弹高位料有阻力,招银国际
2018/6/8,巨丰热点：美国与中兴通讯达成和解 5G概念股活跃,丰华财经
2018/6/8,中兴采购禁令终于解除 认罚14亿美元,TechWeb
2018/6/8,美商务部与中兴达成新和解协议 高通等供应商松口气,新华社
2018/6/8,中兴与美国商务部达成新和解协议 需支付10亿美元罚款,TechWeb
2018/6/8,中兴与美和解却再遭下调估值 富国基金看空至四跌停,新浪
2018/6/8,老沙：其实老股中早就有一群独角兽,中财网
2018/6/8,美方解除中兴禁令，速看5大影响,证券时报
2018/6/8,A股迎分层时代 中报披露如火如荼近七成公司业绩预喜,和讯
2018/6/8,支付10亿美元罚款 中兴与美国达成和解！代价惨重,每日经济新闻
2018/6/8,美方解除中兴禁令，罚金及保证金相当于中兴去年两倍净利,Wind
2018/6/9,中兴案落定后首封内部信：向员工-客户-股东-合作伙伴道歉,元器件交易网
2018/6/9,A股上市公司研发支出排行榜：中石油第一，中兴通讯第二！,Wind
2018/6/10,【兴证通信2018年中期策略1】通信行业运营回顾及前瞻,微信
2018/6/10,一周股事：市场成交低迷 静候大盘企稳,丰华财经
2018/6/11,五大券商周二看好6板块64股,证券之星
2018/6/11,解禁不是结束，而是中兴新的开始,飞象网
2018/6/11,“被裹挟”的中兴?,飞象网
2018/6/11,[推荐评级]通信行业周报：自主可控继续建议关注网络信息安全 工业互联网行动计划提升网络基础设施能力,中财网
2018/6/11,中兴逃过一劫：高昂代价换来禁令解除，未来任重道远,飞象网
2018/6/11,多家基金调整中兴通讯估值,证券时报
2018/6/11,“A股十年”系列报道 | 中兴通讯生不如死？ A股“双料大王”海康威视或受牵连,投资者报
2018/6/11,"通信行业2018年第24周周报:工信部发文力推工业互联网,中兴事件和解提振板块情绪",光大证券
2018/6/11,"通信行业:5G催化剂集中出现,工业互联网发展行动计划剑指2020,建议关注相关投资机会",东吴证券
2018/6/12,中兴被美国罚款14亿美元：明日复牌,驱动之家
2018/6/12,中兴事件与美国和解股票明日复牌，传音控股借壳失败,元器件交易网
2018/6/12,中兴复牌！公告7大要点，罚款14亿美元，管理层大撤换…几个跌停？如何挂单？,证券时报网
2018/6/12,中兴通讯将支付14亿美元罚款 6月13日起复牌,北京商报网
2018/6/12,中兴通讯将更换全部董事会成员 公司股票6月13日复牌,中国网
2018/6/12,中兴通讯：H股明日复牌,e公司
2018/6/12,中兴通讯明日复牌 你认为会有几个跌停？,新浪
2018/6/12,中兴通讯：关于重大事项进展及复牌的公告,深交所
2018/6/12,中兴通讯明天复牌！被罚14亿美元，董事全换，小散怎么办？（附挂单技巧）,e公司
2018/6/12,支付14亿美元罚款并更换董事会 中兴通讯与BIS达成和解明起复牌,中证网
2018/6/12,中兴通讯明日复牌 未来将支付合计14亿美元民事罚款,每日经济新闻
2018/6/12,中兴通讯：将与公司和中兴康讯的现任高级副总裁及以上所有的高层领导解除合同,e公司
2018/6/12,中兴通讯：将尽快恢复受拒绝令影响的经营活动,第一财经
2018/6/12,中兴通讯：重新编制及披露2018年第一季度报告,新浪
2018/6/12,中兴通讯：将在60日内一次性支付10亿美元罚款,新浪
2018/6/12,中兴通讯：将更换公司和中兴康讯的全部董事会成员,新浪
2018/6/12,中兴通讯：已与BIS达成《替代的和解协议》并生效，6月13日起复牌,Wind
2018/6/12,中兴通讯再遭多家基金公司下调估值,北京商报
2018/6/12,外媒：中兴通讯获得银行豁免 免于将股票停牌认定为违约,TechWeb
2018/6/12,中兴已启动高管重组期限为30天 天价罚款缴纳在即,新浪
2018/6/12,中兴通讯：现在最重要的，是做好“灾后重建”,搜狐
2018/6/12,美国参议院称最快本周就中兴通讯解禁相关议案投票,TechWeb
2018/6/12,早安！方正最新观点20180614,方正证券研究
2018/6/13,中兴通讯：将向银行申请680亿元授信额度,驱动之家
2018/6/13,一天“蒸发”2600套房子、四成股东排队卖出，中兴复牌有点惨！,21财闻汇
2018/6/13,中兴复牌首日市值蒸发170亿元 拟申请贷款近700亿,中证网
2018/6/13,中兴:6月29日召开年度股东大会 增加三个临时提案,第一财经
2018/6/13,3个涨停就开板、成交额高达沪市1成、机构集体大额抛售……这只独角兽新股还有戏吗？,每日经济新闻
2018/6/13,中兴通讯董事会大换血：新董事候选人出炉,e公司
2018/6/13,中兴通讯拟向中行、国开行申请300亿元和60亿美元授信额度,中国网
2018/6/13,被美国人抢走147亿！刚刚，中兴复牌暴跌40%！,和讯
2018/6/13,停牌两个月中兴复牌跌停，何处是底？,第一财经
2018/6/13,中兴通讯：将向银行申请超683亿元人民币综合授信额度,搜狐
2018/6/13,中兴通讯拟6月29日召开股东大会 将表决产生新一届董事会成员,每日经济新闻
2018/6/13,中兴通讯：将向银行申请300亿元人民币+60亿美元授信额度,Wind
2018/6/13,中兴通讯将向银行申请300亿元+60亿美元的授信额度,新浪
2018/6/13,摩尔金融：工业富联开板吸金拖累指数，中兴几个跌停已有先例,理财18
2018/6/13,中兴复牌首日市值蒸发170亿，中长期仍有乐观因素,财经杂志
